id_number,Standard_Normal,Normal_Mean5_SD2,Exponential_Lambda1,Gamma_Shape2_Scale2,Normal_Like_Int,Left_Heavy_Int
0,-1.0518549905824046,6.544771638233574,1.3795687363234146,5.045998130197301,50.0,14.0
1,0.9879437384567008,5.000359759314028,0.17923582024562215,1.777320559320851,22.0,18.0
2,0.3270200803025852,4.569354499180278,0.2688837992435279,6.1168642136567275,62.0,9.0
3,-1.4027315956208293,6.984810174089579,1.272181590226695,5.910862016056499,39.0,9.0
4,-0.5945222337630152,7.261022014627441,1.4184584471384543,2.1083855263269555,48.0,7.0
5,1.635515671679925,7.500961682922824,2.886347999187136,2.655220677204767,63.0,4.0
6,-2.3192957912953824,3.0365276238842887,0.373052316497145,3.7512964179204835,49.0,62.0
7,-0.37672853456131256,3.8888616969011327,0.778745305758146,0.6908391316736096,86.0,15.0
8,1.234012898067822,1.5947635011784098,0.15849456189274916,0.8711976916841588,31.0,6.0
9,-0.8298473566423585,4.408919812132792,0.5390959187696255,4.959001375802798,54.0,4.0
10,-0.7103976687074581,5.949718170846646,0.32671294664049966,2.528053989755636,55.0,4.0
11,-0.1263777017333084,4.838295593369933,0.45615713435320154,2.771810345687105,29.0,5.0
12,1.5078425979739443,8.200662765880153,1.6322967637385535,2.8844560562749892,50.0,11.0
13,-0.7690013952483963,4.338890848555018,1.7283104502607787,4.968174867209297,43.0,10.0
14,-0.5612730743211987,2.8854330848873344,1.2532980943933016,3.248984977304711,51.0,14.0
15,-0.47258575254807383,6.022223578547121,0.11977966832731247,5.6073583745703015,56.0,-0.0
16,2.137059503012906,5.349125621725891,0.34477981181066436,4.429286680166426,73.0,11.0
17,2.208154306768885,5.971197042720075,2.6776251043922614,3.9988633955964854,54.0,12.0
18,0.9423099968290656,5.724919812626305,0.6416873510401955,2.515723165833123,57.0,35.0
19,0.2901524477210083,5.480862386056187,0.969379903653135,5.3240782773120605,74.0,2.0
20,0.8370298899535,1.4495104988692307,0.017824445767023113,6.898644087296834,21.0,1.0
21,1.475379671387977,3.45681294249152,0.6962965591686349,4.77421682188843,44.0,42.0
22,-0.9312420795933454,3.982658015196694,1.2565817053252277,1.7157112294275778,49.0,11.0
23,1.0789488921496226,4.283429177439224,0.05939620997869669,4.8534756184266135,18.0,-0.0
24,-1.2908976521907698,4.046000419635402,0.1166274858454309,4.807169786807412,49.0,5.0
25,-0.630208978430241,5.778599299298912,0.44691399823194966,5.726746270741279,5.0,7.0
26,0.828839833163811,6.272871217612067,2.9628806978262,6.63989333778607,60.0,20.0
27,-1.403133953289738,2.7855343975000224,0.29554429589948683,3.9455269064891563,21.0,4.0
28,-0.18091100271927818,6.42874189886624,0.023553861242780267,5.05782565537168,25.0,43.0
29,-0.8815895131452971,6.229085621462919,1.6961491866420237,1.4759013014067268,58.0,12.0
30,-0.29653426973652813,6.21762278339696,2.1134141607818018,5.113244084522323,17.0,1.0
31,-2.6726377303549516,2.1099218470580925,0.7484258590266187,12.439528289203631,88.0,11.0
32,-1.7724508899861713,5.812738890394454,2.178586591906649,2.5033776687805047,51.0,12.0
33,-0.7717995554893218,5.056486559444618,0.18177808592017985,7.685402699996108,46.0,45.0
34,0.9833939131268195,7.004043074237217,0.338585496783149,0.8036304539837096,71.0,36.0
35,-0.2566507168110189,8.342651181536658,0.025391206250376927,3.548543890951476,46.0,39.0
36,0.017048241022914218,8.160914597180302,0.8692157212556276,2.1847799246406674,53.0,15.0
37,0.5549688894460127,5.113059706885202,2.092777667356658,1.8905154322948836,44.0,12.0
38,-0.9698504549249196,4.886115890343713,0.8840926619998937,0.9962559255453909,37.0,15.0
39,0.2970135114599364,6.350803167216057,0.0907926711412162,6.74752750357497,55.0,0.0
40,-0.7551522025281592,2.869204459000064,1.2351116273162202,5.533756423627091,59.0,5.0
41,-1.7160167786451983,2.1711886100836066,1.1644424770104629,2.6831509000720963,25.0,4.0
42,-0.3987636558451689,3.9660396051445863,0.17037716057744262,13.949281601225541,32.0,21.0
43,0.553331386796549,7.472150084912505,1.7880298265981605,2.9972769755210336,36.0,2.0
44,0.2380523824970241,4.3533303681798134,2.4487723787414506,3.2756085613670205,46.0,18.0
45,-0.060778524352246344,8.034374373732437,0.505455599244646,2.429613884331459,54.0,6.0
46,2.361042710225178,1.5906105426869015,0.3967650083721736,3.885037069824782,87.0,4.0
47,0.4847944505396314,1.8554551823195942,0.8675167311849911,9.09737868289532,54.0,34.0
48,1.002101392651176,4.843312240691341,3.7021240852702797,3.553192443226938,45.0,5.0
49,2.1182599787565533,6.785416337849828,1.2959558620920442,3.930377352543548,33.0,20.0
50,-1.2720482328708218,4.899374556082387,1.5860878846742406,9.595263976169997,66.0,20.0
51,-1.0649730690198624,4.893022394518566,1.5163227136469655,2.4106154723838875,48.0,6.0
52,1.6976828233349435,4.5618692064756425,2.942986521357379,4.798336456576361,54.0,4.0
53,-0.7564699170869537,1.4315026464016856,1.6647372163502332,3.7423305410746273,49.0,0.0
54,0.09978922662600807,7.253305069967422,0.29976806193100364,10.869172024056564,59.0,9.0
55,1.1326412369745085,3.5491288502226612,0.24797991579432468,1.9710919205784612,58.0,3.0
56,0.833641204245808,7.142311637171622,0.2703681418392238,7.053282588447875,54.0,-1.0
57,1.7338603316180832,5.058648377103202,0.274854525138974,9.092938182258075,48.0,13.0
58,1.5181694170138071,7.02066250246032,0.21492621345533222,2.627103682218198,50.0,1.0
59,1.1357278731683698,5.815859201611003,2.852696848929959,7.51853845434041,56.0,6.0
60,-0.8052916462692922,4.561852202357706,2.8018126206457015,3.05708832629639,12.0,18.0
61,0.7822382123485098,5.407789138421523,0.0903456595900937,0.6277961084977248,48.0,19.0
62,0.23904333151820772,2.0757854399303453,0.06768872179168521,1.6229548848752289,65.0,42.0
63,-1.4076052233051783,5.090366606943795,2.005129803604232,5.81651722597696,39.0,33.0
64,1.4725492489007552,8.286848442989166,0.8692572068511114,6.778956492082301,11.0,11.0
65,0.8994582634746903,7.722362957227563,0.25596765144319955,10.104203733862853,25.0,43.0
66,0.040593530042513974,2.983369917222758,0.6041571545036056,0.8134750505044569,50.0,6.0
67,-0.16485374262032249,5.949610455571273,0.07210709410894751,3.4090952282482454,36.0,12.0
68,-1.1737105864231647,5.610568734471085,4.177901243291098,9.255108021707567,51.0,11.0
69,0.15565716367438343,6.608822006605652,0.14769673767807867,9.50935233761627,47.0,-1.0
70,0.4930133296542666,5.017898779023181,1.5311657348399204,0.6841356268465592,40.0,0.0
71,-0.7265714383539736,4.381606785489366,3.0143011798026094,2.0873377999318974,34.0,4.0
72,1.159767946937214,7.538440530422787,1.1752209243649736,1.8316136050184566,52.0,38.0
73,-0.9908102693891644,5.499204185557676,0.09851513965371825,1.5069642781376533,52.0,34.0
74,-2.30123800833063,7.529953964479817,0.8998285587984598,3.7187035978454688,43.0,12.0
75,1.0956148897636795,7.041007880307249,0.14914524948396285,4.272955764537827,65.0,1.0
76,-0.3974470038904995,4.293952836191553,1.9729796029539093,0.9489737130963054,52.0,44.0
77,-0.14636151346121276,4.687177284251445,1.1280854944392176,4.928158470735298,38.0,-0.0
78,-0.8312771654615442,8.275409106713681,2.9324332085446687,2.6198091758943964,42.0,10.0
79,-1.741113646801956,5.341641942968389,0.15258663119919755,2.4391759238378685,45.0,12.0
80,1.2403001063502723,3.54375948059957,0.6247946880832617,8.574773248222833,51.0,17.0
81,-0.6645860117611776,2.5114929550002847,0.7499295425087675,2.0758082715025346,73.0,37.0
82,1.761446457548748,6.899767906329979,0.10991811805432107,2.8590799961102538,81.0,7.0
83,0.7720668022685857,5.269594651044194,1.1038531230455746,5.552054439269801,39.0,6.0
84,-0.36973416592464725,3.2560750770179485,0.7715206747552967,0.4511480477472113,29.0,10.0
85,-1.120020920762314,6.414219756786921,0.4446430598510865,1.8101237281643008,37.0,4.0
86,-0.6702163929087052,5.256794326374058,0.5140612750749102,5.0296952381468625,57.0,12.0
87,-1.1901686841900125,1.6807188308157903,1.5918533790350906,5.291030309963831,64.0,6.0
88,2.05109067860063,6.241589554481114,0.45770501135746283,1.3789326467889849,40.0,38.0
89,0.19934243434608245,7.726029324739068,3.669210886915053,6.519899510352233,33.0,5.0
90,1.1568066302960545,8.280724910103874,2.5849653311491134,0.47568557178173043,55.0,14.0
91,-1.201486041643046,5.056649374341925,0.08028589526364141,1.0993843785572448,61.0,8.0
92,0.1332968614952515,5.408754858145196,1.8713432611682792,6.88888616190869,66.0,60.0
93,1.1555815393096018,8.181193533806425,1.1147568721241936,5.397638913274217,37.0,32.0
94,-0.3616733666595695,5.112049324906303,0.044469541514918075,1.1641574935279189,54.0,5.0
95,0.9315982405984332,5.357377519899986,2.908933772547077,3.118182313926922,17.0,-1.0
96,-1.0644322993289514,3.5620761600108772,1.669535659568384,7.403759813393486,46.0,5.0
97,-1.3457202852318169,2.0780369078324914,1.69462471491348,9.898820909361598,62.0,9.0
98,0.37974831735321196,6.878777967607399,2.5211396247542632,2.659617172828107,76.0,5.0
99,-0.39512791112603446,2.3319050571307467,2.4301014904243594,3.578087825092316,54.0,15.0
100,0.5458121849133467,7.230797290936727,0.23867370151513864,3.4263192780625134,42.0,4.0
101,-2.0064910092207646,3.5972206261951745,2.943687975409867,1.0731782708963205,23.0,5.0
102,0.6889607035955658,5.482877948507787,0.04658927654426644,2.8426750906817584,53.0,32.0
103,2.54375060686655,4.3539743369118415,2.213107332131169,0.44911149381094895,59.0,3.0
104,-0.03559310145650673,7.224487231257442,0.569958677050105,1.617359955504726,67.0,12.0
105,0.06161681465308938,5.574250324515116,1.75941755856145,3.7580082643073918,53.0,10.0
106,0.30780651965071193,8.064937791710497,0.2933686566667332,3.1267657588391184,33.0,6.0
107,-1.8501047533011563,2.7873563869482543,1.3789315249037624,0.6788849905433536,59.0,2.0
108,0.4436595738391085,5.9399750595717205,1.7095174709479628,6.737160133889475,79.0,6.0
109,-1.6104719239520973,4.863947198924034,0.06738204655365349,2.4600343397148534,44.0,5.0
110,-0.5581523721927594,5.617917729661521,2.510665053003472,11.065784939316291,32.0,4.0
111,1.241066656766073,8.223599216480933,1.7215903453544321,8.920039846778984,42.0,24.0
112,-0.7311214169805068,6.091269130471847,0.8707411164731998,6.79553253730693,48.0,11.0
113,0.668744743650484,2.511783852934863,1.12852859241679,2.841966961280385,42.0,54.0
114,0.9996588761334702,6.07665674228566,0.4268280426723839,2.227158722406736,61.0,5.0
115,0.2992454988348974,4.098031274184785,0.6122217863284587,7.77929066296211,56.0,4.0
116,-1.3733088040678165,4.084371096447499,0.16337059394849923,7.152382507648049,42.0,-0.0
117,-0.41194314746972627,7.094633679591358,0.6940174597146082,1.0749463346364982,47.0,27.0
118,2.037121108769072,4.009286679007212,1.6677879017975137,2.0383550278807876,21.0,10.0
119,-1.9739157544240227,4.208566067589008,0.804406529953004,9.758457310653158,55.0,6.0
120,-0.22199735387119623,4.928095061504568,0.12795146755898715,7.426078600399555,24.0,1.0
121,-0.6139446797218229,6.91631954705426,1.7863422464716836,1.9424883364531662,42.0,13.0
122,0.21613469418520498,6.1925669029634305,1.356481198561756,7.166098654279324,42.0,6.0
123,0.6528924251695118,4.712731318627032,0.04690660388991412,1.819611699048562,55.0,14.0
124,1.6485961283661608,4.5672017610413365,1.7099998845217605,4.407253128670408,41.0,1.0
125,-0.12128559746917661,2.727411740435435,2.041455866262245,8.971877884273205,51.0,12.0
126,0.7449867537118604,3.675798755534947,0.7933738628549716,7.809172527200968,75.0,1.0
127,0.46123298197826795,3.532442102005928,0.43337312594305744,1.0253851789521367,19.0,15.0
128,0.4811234001705397,4.6159596990693785,0.08038833040931323,2.779254249338152,50.0,19.0
129,-0.5981593133921965,8.06806973849388,1.6760244230293153,3.304677115671186,63.0,23.0
130,-1.1027636173162365,3.596990090509592,0.0032461442635453534,2.112467032960145,35.0,21.0
131,-1.0953809614220362,4.2244432512847725,0.3761485025632192,6.280847749659651,49.0,30.0
132,-0.8286718308737825,1.5590483994325475,0.4180563694436861,4.279936584028129,23.0,27.0
133,0.35388995567010867,6.171457539127897,2.4042615573855994,1.08959558799799,20.0,24.0
134,0.698430303082457,1.6486311702335055,0.5351776813153998,3.7118055317865766,61.0,3.0
135,0.4288614240197791,3.0511592548109623,2.085038934851629,0.792154999394856,44.0,31.0
136,-0.6022148225429617,7.126550116415666,0.09718459158109319,1.9457615343869832,23.0,8.0
137,1.7840705425921033,1.5861620122455933,1.955165694437661,6.408730057538506,40.0,2.0
138,1.5741832390182895,5.458565409748627,1.0740333232097181,0.35013934587200335,60.0,25.0
139,-0.43769653293156396,6.991094898440978,0.9350958566021833,6.333909591488047,58.0,23.0
140,-0.8079645653218515,8.106245549066033,0.3780152008004793,2.1486035929654204,68.0,8.0
141,0.21909816227342122,3.0276306503492796,0.628383931126481,3.9771470935772695,41.0,19.0
142,1.1579928585122856,3.467150198662513,0.2642030996770815,3.2225443973401457,35.0,-0.0
143,0.3453197266258447,8.227603410963832,0.6203283591465071,1.5980417964159108,54.0,1.0
144,0.574220238039177,4.841286521266651,1.398495021683063,5.331877799816525,67.0,7.0
145,-0.15891766179153674,3.4719884439533666,0.9566225446434726,3.093004572335399,43.0,4.0
146,0.37216061183544746,3.4832640448995003,1.099394150819168,0.7659309111946847,65.0,27.0
147,1.4547559263974321,3.036080416536517,2.2119611968454556,10.418025951177162,40.0,27.0
148,-0.20417775293561488,4.263049907688117,0.06314754381152117,2.052648683088053,87.0,2.0
