id_number,Multi_Modal,With_Missing_Data,Uniform_0_10,Beta_Alpha2_Beta5,Log_Normal_Mean0_Sigma1,Right_Heavy_Int,Multi_Modal_Int
0,-2.4109462007736386,0.20343804468620397,1.427024111941678,0.09947944763162754,0.9757321849696965,69.0,16.0
1,-1.7088201093972522,,2.7772826454886257,0.0609674878612434,2.712782636080678,79.0,7.0
2,-2.3034788373968,-0.05424481175072969,6.2133096546631,0.33507582754713605,0.7326927114152928,90.0,16.0
3,-1.3359863199780246,,1.8806660546188743,0.3334478407019144,7.264550392951881,94.0,26.0
4,-2.219545888570422,,3.907841407370057,0.30816580643444014,0.10876784227731101,89.0,6.0
5,-2.347806236226399,-0.11900641676331175,0.6456899252083916,0.6011646877638909,0.7583180642084731,76.0,16.0
6,-1.1513590923759118,-1.9150423339963851,1.988423661377603,0.11723564859837436,1.5087171196074067,98.0,20.0
7,-1.312216642487474,-1.748770814549771,9.639596714853374,0.08748450123055264,1.0794671047283808,100.0,14.0
8,-2.0101284649694744,,5.07119164418453,0.08753588435595692,0.35876751776039867,80.0,14.0
9,-1.1595084140769734,0.7903357186458907,1.0723960203872098,0.12443633814752034,10.877196075384196,94.0,17.0
10,-2.9564918445400745,-0.07427746692064144,2.263627876057006,0.17044010702788046,1.0553848558154584,85.0,15.0
11,-1.5758734888016033,-0.8754275756620029,8.060030380050407,0.4258866613394696,0.6612518145973613,93.0,11.0
12,-2.3415085622260237,-0.9432955768530658,0.1939634664987691,0.27633604974188136,0.14659019475011328,53.0,27.0
13,-2.593174651727372,0.6228794079943984,6.752348912839566,0.2556281317986133,7.139594484617894,90.0,4.0
14,-2.251434945991324,-1.1391734482404867,2.139437739300586,0.4222686304826365,0.8197225732941266,97.0,10.0
15,-2.4872210349272703,0.7972256578389716,3.5081240593664966,0.515008807737783,0.27215923192507413,89.0,21.0
16,-2.2742241055255805,0.6276684229382598,4.563309961370691,0.34327040026182953,0.8615534806679723,97.0,12.0
17,-2.1349043883079584,1.519089698994842,7.31957315868054,0.1776795965318215,1.6017933527663464,26.0,19.0
18,-2.340577430663334,2.3996292052768697,9.201664769363079,0.38548983840198864,0.8779188060503729,95.0,16.0
19,-1.3004014113020368,-0.34704456510791887,8.577647448540894,0.3672722138402942,1.1706748816336263,95.0,9.0
20,-2.562359568028719,-0.014760154641614787,8.32717752930132,0.5931924749024879,0.6121377029960262,92.0,16.0
21,-2.1637326837957307,1.430164037212913,2.46116948130918,0.22161879075880034,1.668417513837942,89.0,17.0
22,-1.7867244633641284,-0.041173384249052515,8.75974902049495,0.2758206414022796,5.875163830817905,87.0,17.0
23,-2.921585528250093,-1.658623573170443,-0.09413703319821137,0.5323720054851449,0.7361583722085299,79.0,13.0
24,-2.220056764987652,-0.8047893643649634,3.317381597383608,0.08506357020462545,0.7446090001452912,87.0,16.0
25,-1.8208642645205755,0.3947561925379329,8.74960175703391,0.06748822365073434,0.33454350374930325,90.0,16.0
26,-2.1078095206073706,-1.2910836287947616,3.294634818563619,0.22231536938568477,1.046268926383678,92.0,22.0
27,-1.4946839242285626,2.0442283007759556,6.709479396537861,0.3587036585043141,1.8973999917895639,99.0,21.0
28,-1.6015286758298997,1.2601304707483105,6.1674009669180165,0.10400213019555103,2.013678710371188,56.0,9.0
29,-2.238120563020988,-0.9504614903389182,0.6564877463422653,0.2338519736460011,1.738301061189995,98.0,16.0
30,-2.1064616792649113,-0.8921762715760012,8.070848646858213,0.24300307544540004,0.20053473040851993,99.0,4.0
31,-2.2471483784660564,,6.498517364507333,0.3267366964548667,1.9109924419323843,98.0,27.0
32,-2.029622356747141,-0.4251710447036179,1.1418712435302316,0.28227591453761885,0.17733665064408718,94.0,15.0
33,-2.989645949891317,-0.17455212924118818,3.975637416949186,0.09537587741456258,1.1097781170354135,92.0,9.0
34,-1.789174339027297,0.7365020459135102,1.8188284216563284,0.14662511614844695,0.5737842984529029,91.0,21.0
35,-1.8931323916991705,-0.27832652850117806,4.5285369512054565,0.2616801977306264,4.012536281694159,31.0,10.0
36,-1.7412356125211181,1.4414659469162292,0.8889727931831959,0.3449522917510793,1.6851128701055453,72.0,3.0
37,-2.4437201012083647,0.7337588477320469,5.477809710896962,0.3282896316476381,1.1516516445793614,85.0,-0.0
38,-1.9281406556258358,0.9319228359503178,2.725937257899935,0.3145611021132058,0.9426817994803919,94.0,11.0
39,-1.415243977729184,-1.1401395827876204,6.025389655015797,0.5892847291373579,0.3051404644456178,100.0,16.0
40,-2.2299124535439847,-1.382450555365357,9.919854883125637,0.19347784973420945,2.3300791876225895,94.0,20.0
41,-1.364152247740271,-0.0069072480687699285,7.629595997720029,0.1522059161702598,1.5005149165744465,92.0,18.0
42,-2.4070883503504406,1.7830016945027034,4.831375457065418,0.3310699621710262,0.91826842090594,96.0,11.0
43,-2.297948201960461,1.195312384247651,3.9197932794830055,0.4560885809182614,0.49821167836324126,87.0,23.0
44,-2.0063104124119375,0.6444290521352791,5.000034105797686,0.3138642347545309,1.1668588387554368,93.0,8.0
45,-2.0909472681183296,1.197643926630307,7.379751187346051,0.3695674137817359,1.74586641542803,80.0,12.0
46,-2.126598875010747,-1.1399248879826407,5.570528857899397,0.06515480126581354,1.1027367491828113,87.0,20.0
47,-1.6496720230109676,-1.368781453092455,9.666419668340248,0.2633341134059808,0.972057599516823,91.0,30.0
48,-1.257527118419211,1.3236719272076267,8.331750508805786,0.24299337235574248,0.9658791907051667,98.0,40.0
49,-2.4062211821676387,-0.7271539469943209,8.937136482468949,0.22472569470712328,0.3776971686327635,33.0,9.0
50,-1.5463404543871597,-0.7795418748030136,0.29773860652476003,0.4200949951388919,0.2850805541958432,99.0,29.0
51,-1.7361193758975715,0.5826433721905033,0.1647309272172199,0.043937811709627704,0.21999693596891548,95.0,19.0
52,-1.1251774760938842,-0.29358563762949186,8.604553355958211,0.3144888328592664,0.6119297479122177,84.0,11.0
53,-1.1556070398074991,-0.08035775295803343,9.290302206639998,0.13944528069871295,1.4852498827862368,95.0,22.0
54,-1.3903177754340243,0.4117329917470214,7.000823249463292,0.44685030076899396,2.5117361464082566,98.0,25.0
55,-1.4076896564113466,0.23797674891988269,1.5184643982535133,0.4240699656578815,0.40305143885252226,96.0,24.0
56,-2.125084837945338,-1.683674509343375,-0.03708388812301733,0.17428967526100272,0.2344017462409802,51.0,13.0
57,-2.1583319531889535,-0.4899420971664604,5.81729547467212,0.32659921449462853,0.5592246647051913,80.0,12.0
58,-1.9235183695994713,,4.920119803242484,0.18751698821116053,0.5602314166955479,84.0,10.0
59,-1.7442071433567836,-0.6203556817472198,3.5767991617596415,0.29938982390037483,3.330836919388966,82.0,9.0
60,-2.344261315185215,-0.35447473111565103,8.605428285495648,0.31329749495580017,3.68349157464638,79.0,20.0
61,-2.2531755132847873,-0.302952401567816,2.9399804547454833,0.44365264399234555,1.0312337817915513,69.0,21.0
62,-2.3079988007609304,-2.626907018243965,6.851596433562546,0.0648735886098452,0.31566446808688003,56.0,11.0
63,-2.4608218078411728,,1.7693261114975543,0.4766488392830585,0.880357677113299,98.0,9.0
64,-1.893920870866517,-0.5558452336716734,2.78748130539096,0.37204401467801373,4.212564519525692,79.0,25.0
65,-1.7447115515938059,0.677858185682676,3.7473445797745275,0.547721614404704,1.6749228020833595,100.0,4.0
66,-1.5650543701398585,0.25469516160549177,3.935563145962445,0.3905510795880766,3.197308456774829,93.0,25.0
67,-1.3532470885716497,-0.7266182685057433,4.9414100731884405,0.24757221250675393,1.1875458825998204,91.0,15.0
68,-1.397380637765462,0.49173456509958013,6.241694844040394,0.32894788441471007,0.1498591825028848,85.0,28.0
69,-1.5385534611470546,-0.5292915154647768,6.212153728467324,0.2202620679090476,0.9902486846785863,91.0,12.0
70,-2.2699944420663796,-0.6628963488907658,6.551042547263318,0.361595532723979,1.9617067662265701,87.0,11.0
71,-1.6015179263548882,-1.3569415549012922,2.3631145499625625,0.24016584327672366,0.8930666872393329,95.0,25.0
72,-1.8582765836155062,0.4363357071864205,0.9328663741156791,0.6723766254882648,0.15081345962410375,97.0,5.0
73,-1.3881919455169283,-0.045194384357133355,9.64306911505844,0.32958637034596805,0.6872561383224427,87.0,24.0
74,-2.3977868129432927,-0.6933657282407764,8.209543241842026,0.5077741842322434,0.7122856390954391,93.0,1.0
75,-1.0846590608119637,-1.5099366118504711,9.49611509445978,0.08324206877764573,2.246697693317534,96.0,28.0
76,-2.252730007781337,1.1053103471618448,5.279251519777982,0.24487415196870851,0.411567251950028,71.0,22.0
77,-1.959270622358111,-0.30271950560586586,8.093793593804966,0.36504015084295816,2.8256447796191972,91.0,18.0
78,-2.585544960553211,,4.763931428285351,0.10192389674633255,0.2806382589731627,99.0,18.0
79,-2.28778522810972,0.1704716884428369,5.617772035726683,0.13564757839723585,0.26693070561533083,68.0,-0.0
80,-2.8510399842995446,-1.3878229438048968,8.265802461910264,0.3567087418694235,1.1688767715238721,94.0,23.0
81,-1.7305803583826413,0.7117136744182695,9.004089545383295,0.4140588300885278,0.5058769922072102,98.0,4.0
82,-1.0105516644177386,,7.0705068357296925,0.2977149779292457,1.2816999462760836,96.0,22.0
83,-1.8184785903455523,-0.2377348755687347,2.7727974536382414,0.2283884253085889,1.1873484210688268,46.0,17.0
84,-2.7337795222874495,-1.9956376959598094,8.410814067991726,0.633011711387545,0.33617542792465666,85.0,14.0
85,-2.512715039597301,1.1926466327138683,7.18899941233773,0.5707842464937555,2.2667277511119925,98.0,18.0
86,-1.4629116534381845,0.16506701586137437,4.627704766293279,0.3211599517298681,0.8896613198905546,85.0,14.0
87,-1.974097641110194,-0.19350532205539067,3.9893540131000345,0.19126981191825312,1.4774578676058454,85.0,22.0
88,-3.2214357244425558,-0.7306127937037956,2.6550439086006272,0.013316512436784278,0.17292204171844425,91.0,12.0
89,-1.1633637461191748,,5.149432965009138,0.3485239006864867,0.28178399873634075,79.0,30.0
90,-1.882950788184432,0.6449497731020302,0.12729423119062724,0.43776768427009954,2.125216219057095,79.0,19.0
91,-2.472902938269537,-0.01625983275608353,9.261713259619198,0.16895425267272798,2.8646513429353186,96.0,28.0
92,-2.0580997125737057,,1.0807986354090917,0.06278187373107033,0.9438195844656495,97.0,7.0
93,-0.9745684137984163,-1.116267878321137,2.8073998312834494,0.18647868778766985,1.0158014518985545,98.0,6.0
94,-2.17118318303869,-1.8589526780138141,9.245490461587869,0.15311554916823064,0.6400175249444308,97.0,24.0
95,-2.4462178169276947,-0.8789092304667834,4.63167558404993,0.07891395503507817,1.0280779462543912,86.0,8.0
96,-2.246907287639019,-0.33936236846292606,6.879171747349726,0.5080951356930509,0.6199379310833778,96.0,23.0
97,-1.6113055346459182,-1.0209166256871927,3.124652568767132,0.44068942765865743,1.7051178665771483,92.0,27.0
98,-1.8730445350638032,-0.07217633968875457,6.893517682135949,0.09291064979650025,0.29920783869065387,78.0,24.0
99,-1.6526547574042147,-0.2846855481841728,4.035454180968819,0.3916396168793453,0.4039932201910391,94.0,15.0
100,-2.7162928539354105,-1.98167048506514,8.083415116536253,0.15212838084400399,1.4721253232792295,93.0,19.0
101,-1.7405810009931977,0.7103634085938993,8.757092608604818,0.15564663908758103,0.7753499494962081,94.0,19.0
102,-2.674578312066359,-0.249958440795497,6.700063066303415,0.3104313616975162,1.2017527638145924,77.0,21.0
103,-1.95209326395429,-1.2085930585227342,9.163300093595709,0.3837436587928135,3.129008066413415,87.0,18.0
104,-2.436212976857117,-1.53054843678592,3.933619259675364,0.24932839573740462,0.6470879794525751,94.0,-1.0
105,-1.8799114665566343,2.306587355345811,8.417357162647349,0.38025803393018287,5.40175324254835,93.0,24.0
106,-2.3083476281042428,,3.253413241839243,0.20206248969585128,1.8223370774794272,97.0,15.0
107,-1.9074404268800726,-2.119283817761763,8.017377216133024,0.13625196046074106,0.4325331350942693,81.0,26.0
108,-1.9455784894388977,-1.4398598221905659,4.234269005290211,0.14311330261050503,0.15718567764829827,87.0,4.0
109,-2.782820659861842,,7.283664272256872,0.09481189300893327,0.8376740518950087,76.0,12.0
110,-1.6135127187271348,,6.952030259413613,0.300544860037929,0.518794685889935,97.0,7.0
111,-1.6954463259506287,-0.24872013507254132,2.3419703957003986,0.34000789157406835,0.033066667659819665,88.0,13.0
112,-2.5297940818976183,-0.04038614116952029,7.9093538146184965,0.6253633657388169,1.4431049574709527,95.0,17.0
113,-1.8886868447266862,0.13339451101388222,3.740212545614113,0.12353295605024446,0.522734245948441,91.0,20.0
114,-2.1725331319267793,-0.05228719369763261,4.567329762563621,0.11847847664428522,0.7418367514972413,99.0,17.0
115,-2.2085041863194004,-0.1576061230194771,9.981196118362856,0.3003851871482195,1.4150895683271052,70.0,17.0
116,-2.05511932258324,1.611833288221222,4.988855924149357,0.26324045153530146,0.7010308571604086,82.0,10.0
117,-3.3757218518790215,-0.43773159247013704,0.8080313256581146,0.4509803621476375,0.9782997350885443,88.0,12.0
118,-0.8684629472464989,1.1840956768785065,2.3443181930910635,0.27146553797644823,1.78108884183227,72.0,26.0
119,-2.1709524308685664,0.25823453376782013,4.346920797315746,0.3306961149663941,0.2121989575139803,95.0,20.0
120,-1.1964364817702755,,6.0229839084251875,0.16451438688969902,2.1740303469284576,73.0,23.0
121,-2.3110847566368045,0.4971343059502192,6.7537561698215365,0.4278788301819086,0.36893386565046626,94.0,13.0
122,-0.4258169881639953,1.233276122908577,0.648379382937801,0.5451825073500602,0.3213848785436189,94.0,13.0
123,-1.9205681966909465,2.445311986424436,5.754977183901038,0.3702377950619548,0.12592237757473262,96.0,16.0
124,-1.3222583659765643,-0.04285187681005095,2.4258111419859256,0.15166140561867428,0.9729483135955977,84.0,25.0
125,-0.8551717650693808,0.5933791952554557,6.128532521904179,0.12817219367821261,1.0488350228304366,100.0,19.0
126,-2.2055879653201274,1.8291347690642807,2.7476023594087775,0.22000517519717236,1.2315629836627295,55.0,14.0
127,-2.0660470148992687,0.19912224390564326,3.157206835597343,0.4220325748286698,3.9865649354155455,86.0,6.0
128,-2.037842014723083,-2.6366574567568533,0.9024340875630366,0.7294736321826834,2.1013792370232682,88.0,5.0
129,-1.9449446314485639,-0.48318288936226783,3.06857952456835,0.6469143501282995,1.7713589395729972,84.0,26.0
130,-2.3493133609459798,-0.46421556376552664,0.3181258038092785,0.18446372626406501,0.2969941576319979,70.0,4.0
131,-1.8018286498990292,0.13785024800282894,5.0279889837089105,0.4487234380372834,0.6421929845234537,90.0,19.0
132,-2.6620889933474547,-0.7163848389270349,5.35814289577426,0.144420329185772,2.2806569839997963,95.0,12.0
133,-2.090041297943502,2.349532296042516,2.570598813161704,0.12425994248596815,0.42859861094206403,96.0,22.0
134,-1.9523964132743423,2.1212806566139,0.7761631199365967,0.3185150426902847,5.303188693490911,98.0,23.0
135,-1.6024861979395768,-1.5237125346834042,8.122357228956975,0.36431449159756857,3.009937600900759,68.0,27.0
136,-1.9532548797982885,-0.9780231704951304,5.3242842045041945,0.2881987743974524,4.128544284717015,93.0,4.0
137,-1.7449330224172972,1.0362163518534935,9.051155941371393,0.47743229960900496,1.722870955242002,90.0,18.0
138,-1.3528697289540244,-0.759087789001762,8.80318940820268,0.2834782956597251,0.38901668841773235,95.0,9.0
139,-2.060371286947866,-0.4951488142277012,9.193614769024663,0.2075460992499173,0.2843774659219458,98.0,15.0
140,-2.0593390455521905,-0.7727656684010292,4.068095702037884,0.6919506561603049,0.36924179752787195,62.0,22.0
141,-2.1062211551764793,1.4973180204939907,6.213903741837233,0.056272423117465636,0.25014021428375555,68.0,25.0
142,-1.8224586065042052,-0.1812100415996811,2.2755585820839763,0.2858825026158333,0.21920359421259736,50.0,3.0
143,-2.3002346888620395,1.267790296743796,6.965816605950852,0.0698242497529271,1.8037544092881388,98.0,2.0
144,-1.9350491662183535,-0.5608472058487053,6.165287342728457,0.36748701651856785,0.8498657334308239,57.0,16.0
145,-0.995920147793454,0.85058527375868,1.8279854870126482,0.12129001987552476,1.150832039144821,96.0,26.0
146,-2.7053568288522754,-0.34769066706144114,0.14591361227196803,0.0943173268587995,0.6324959049126351,63.0,9.0
147,-2.465948359326572,0.10281905612612534,-0.15754734136801382,0.14067683051623045,1.434477600085672,76.0,11.0
148,-1.81042507033192,,2.7785648333264317,0.13521853723543456,1.9124079812962835,88.0,18.0
149,-2.8190975899773427,-0.23949028854977883,9.792306909904475,0.3664838816308552,0.6698890228088362,93.0,22.0
150,-2.4719399563387,-0.07427162184362758,1.0076633708663263,0.16847517444889862,0.9156231936740851,87.0,21.0
151,-1.2878097460704627,0.27372589148597243,2.269724013266544,0.25522269074607007,0.8178335057042851,95.0,17.0
152,-1.9437534497241635,0.7373697011072048,1.4214253709663154,0.3073333477377473,2.04373123636973,70.0,13.0
153,-1.529245311294623,-0.9365810988188943,3.699923014035346,0.38460518762492263,0.429537055972581,99.0,28.0
154,-1.7989158739404087,-1.3017519966633606,0.7009176971791299,0.4050946817763053,0.6606229933181161,97.0,29.0
155,-3.1547923428825584,1.2126180077557838,4.475676873783384,0.1493679018977993,1.8915230513981953,63.0,12.0
156,-2.0433917037205864,2.167024859672438,7.258426569122169,0.5097105089327195,1.9566384213566232,96.0,20.0
157,-2.994783184089908,,3.673200643015162,0.22867308240570014,1.3457838548075314,64.0,20.0
158,-1.9766066882956024,1.2277846562503987,6.439172448470307,0.3713965923512968,0.5411690612597976,95.0,7.0
159,-0.4809293196359149,-0.3271515383405339,8.10567498127375,0.45771166224679144,0.6342608944140496,99.0,18.0
160,-3.027064542162451,,9.008564927455108,0.13568846415827793,2.2126514547930105,81.0,16.0
161,-1.267896278597691,0.48731896998011565,3.3114091073581005,0.2257849652188274,2.0526027427417284,88.0,25.0
162,-1.1659617866606296,,8.69830676212817,0.24793699801170171,1.1870400484722077,93.0,30.0
163,-2.1115588612523974,-0.9052396447463057,7.461823551629811,0.002647410934726457,0.23359088213094387,96.0,21.0
164,-2.4447016191862736,-1.5540712972736719,9.79357749615577,0.41778773609126046,2.4093114363106167,48.0,14.0
165,-2.330272127612456,1.2714658034520496,1.622126577145441,0.41560604630556325,3.148309886853581,69.0,11.0
166,-2.804740383122286,0.8371464407784439,9.396725122316909,0.06062648528012447,0.4087194200166536,98.0,24.0
167,-1.589153791485489,-0.5299441726727365,8.330351899443992,0.22843618460718143,0.5132243198062508,89.0,27.0
168,-1.952514424688609,0.33652153837815296,6.18511136960583,0.3747455485195319,3.580562520478217,83.0,24.0
169,-1.7771830222879479,-0.507491665846422,2.2617214164116515,0.7958755046167534,0.26798314325094436,96.0,11.0
170,-2.324202448621662,0.8700032899108613,6.642524063926542,0.3845820771769607,1.7290223007765078,70.0,8.0
171,-2.627599664268537,0.4748572533066487,5.350551268731491,0.2786511721587253,0.6897198075990192,78.0,8.0
172,-2.3643103430357715,,2.4941112871612194,0.21690950397377662,0.4871591741094282,98.0,17.0
173,-1.980628744997137,0.15342496474102865,2.4263848574035354,0.48721529832548377,0.4367438088047406,91.0,32.0
174,-1.780215552698015,-0.06264314805458895,4.739668471206812,0.5316086835309461,0.9210931549004886,85.0,7.0
175,-1.0979679507105768,0.09870840175721825,3.5462023887967895,0.38492129059762625,1.1234917006888625,97.0,20.0
176,-0.973509795061988,2.800406929063293,3.34976441177547,0.1762598149521988,3.992007404089984,99.0,19.0
177,-1.6410264997446007,0.7882171579357988,9.487572076598457,0.08332717663958059,1.0129554515204187,52.0,24.0
178,-2.6050071679359763,0.09448651147165829,8.364851202337755,0.4948568799074243,0.30528744533120794,95.0,24.0
179,-0.7065642171246878,1.0900741918599408,2.169676923329796,0.5182645938739985,0.844860321856536,91.0,29.0
180,-0.565286534467598,-0.19086545671027713,0.2454964506674961,0.32164247074503577,0.818810569673241,99.0,20.0
181,-2.5909064289907233,0.30004391060318764,8.736400442958612,0.020561924455066737,3.561810992065061,42.0,26.0
182,-2.5161283997723687,0.9448347055732899,3.801370092601676,0.17819756912310145,0.29501371295366713,56.0,16.0
183,-1.9396974441363743,-2.5519788702739987,7.801626416856372,0.4356469569022325,0.4931423391618762,96.0,21.0
184,-2.044705583358553,-1.336053970065707,0.3934580700116831,0.30764003154726405,2.7943329742874257,76.0,19.0
185,-2.1599222684275343,-1.194465840763429,1.3556779858307564,0.346510206568216,0.8396444486402915,86.0,14.0
186,-2.5751842993576486,-0.305150966857373,4.079249932492029,0.4085555852597937,1.5675082759129066,78.0,21.0
187,-1.71201677827539,-0.3539673437307875,7.262531249437195,0.4284032622646975,1.8773286802635922,93.0,23.0
188,-2.2790319068357276,0.3990077192500858,3.0574310224456864,0.5153833090992976,1.5784417547345662,89.0,19.0
189,-1.8137142279071203,0.5692237181329607,6.798947934185343,0.05054662808368299,0.012241604474371018,67.0,23.0
190,-1.8393295022712914,1.4440934421249614,0.5275824480422875,0.2860304889984191,1.7214636126981808,89.0,15.0
191,-1.2760995930620758,,6.186975798217513,0.25963839549830237,1.4478665124658627,99.0,14.0
192,-1.9150410976884586,-0.3775262232768527,0.3628004643770442,0.7006653517868676,2.218516588362168,96.0,3.0
193,-1.9603455500189257,-0.5572704337401247,-0.06313353731444787,0.526509429219367,1.3146061258138952,85.0,10.0
194,-2.32043392742358,-0.8815608251172421,2.4549060331449906,0.2296433360078931,3.30425602205558,90.0,24.0
195,-1.6525113914648006,0.22687156919144313,7.93456512085567,0.18252193153169868,0.5398189214357847,87.0,12.0
196,-1.7149935525227111,-1.278877607525636,1.8896043718699684,0.26755713117205043,1.2708468503945736,32.0,11.0
197,-1.2976056493469805,1.165328267441479,2.9014397004537464,0.3389340765843017,0.9784569358213334,53.0,7.0
198,-2.1322706319494418,0.27101168231485717,8.415285344662948,0.3279153577042991,2.3581803063679985,97.0,25.0
199,-1.9852213534612302,0.7418615629171889,1.111761239630579,0.22715123642589966,1.349157479861542,96.0,12.0
200,-1.2572945838883844,1.6453336814752821,1.3547099390504758,0.13684974397499705,1.2987853079769125,97.0,20.0
201,-2.637784030156577,-2.2288552387782934,7.336959230824043,0.21399919814503313,0.8665219524481902,95.0,36.0
202,-1.9077747693740164,,6.676342085058138,0.4299598268741979,1.8522296083868426,91.0,11.0
203,-1.4443203324627203,,3.5724787720332936,0.13670944505309385,2.599874608705042,90.0,10.0
204,-2.485243006498385,,9.270214516970972,0.08877319205636094,0.3150045260537043,98.0,19.0
205,-2.561006651377019,0.7788500097299453,6.556665057717707,0.47903114578059275,1.5007833527899488,83.0,26.0
206,-1.6500262699732458,0.4665549006838025,5.6259633054409,0.44604214599623965,2.912807343402644,93.0,13.0
207,-2.103921549198511,0.17159898890378134,2.4714086345898303,0.44285054928646866,1.2165566588080725,95.0,22.0
208,-1.830909984914209,,0.4855244028766845,0.3070628749891994,1.562000858028581,35.0,21.0
209,-1.8085301698281804,1.1898467514231308,7.843943536578836,0.2195517163208976,6.529169088422222,92.0,42.0
210,-2.08697131038398,0.06801443884129005,6.799784172181774,0.3306595664238085,0.34682492907370577,74.0,13.0
211,-1.5707059770215859,,9.38136609915778,0.4832932871086888,0.6590856426564173,83.0,20.0
212,-1.8062451898438834,-0.44314931689158293,3.0318917081346894,0.47815574670769884,1.1833642885092357,94.0,20.0
213,-1.8540471501640599,1.8725533400033847,2.6791493615685043,0.17188640905128472,2.273948383070211,82.0,20.0
214,-1.9142578174096125,-1.2027595144562717,9.802576873935088,0.556057263074584,0.2225142691127518,95.0,16.0
215,-1.25757476480322,0.3255511179176987,7.348355451877225,0.14096711236021,0.41079857788209995,94.0,22.0
216,-2.309178811125172,0.027949207723554227,9.754812720805946,0.17877123646288098,3.991050607166138,96.0,14.0
217,-2.0647887377259297,-0.7182352591567388,7.486710581526056,0.12541010260893362,0.6519064453383029,95.0,23.0
218,-2.0781190154953615,-1.3867815495552143,4.116545308070598,0.18700137522535784,7.3737654479869805,96.0,24.0
219,-2.2128347540647013,0.9368917922640704,0.19199040145860655,0.22447029124731924,0.47827830991024256,92.0,26.0
220,-1.8093472945037838,0.15817009593396242,7.205038536725158,0.3788477030844682,2.1672333702338737,99.0,29.0
221,-2.038458367017861,0.8292391640229042,2.4818352871682574,0.17607275566478728,0.14597811658894616,91.0,12.0
222,-2.404167789040884,1.831623438011244,8.843183817295786,0.2869537663260258,0.9082214759408831,87.0,13.0
